STAROST,POSAO,BRACNO_STANJE,OBRAZOVANJE,SREDNJE_GOD_STANJE_EUR,STAMBENI_KREDIT,LICNI_KREDIT,KONTAKT,DUZINA_RAZGOVORA_SEC,BROJ_RAZGOVORA,OROCENA_STEDNJA
41,nezaposlen,u_braku,visoko,1666,ne,ne,nepoznato,291,3,ne
29,tehnicar,u_braku,srednje,0,da,ne,mobilni,83,6,ne
39,usluge,u_braku,srednje,0,da,ne,nepoznato,793,2,ne
42,manuelni_poslovi,samac,osnevne,1628,da,ne,mobilni,119,1,ne
47,usluge,u_braku,srednje,51,da,da,nepoznato,312,1,ne
30,manuelni_poslovi,samac,srednje,447,ne,ne,nepoznato,103,6,ne
34,admin.,u_braku,srednje,396,da,ne,mobilni,101,3,ne
45,sluzavka,u_braku,osnevne,4994,ne,ne,nepoznato,48,1,ne
43,admin.,u_braku,srednje,3215,da,ne,mobilni,228,3,ne
59,manuelni_poslovi,u_braku,osnevne,2814,ne,ne,nepoznato,81,3,ne
50,tehnicar,u_braku,srednje,0,ne,ne,mobilni,152,2,ne
39,manuelni_poslovi,u_braku,srednje,293,da,ne,nepoznato,160,3,ne
36,tehnicar,u_braku,srednje,474,da,ne,nepoznato,59,1,ne
44,manuelni_poslovi,u_braku,srednje,16178,da,ne,mobilni,297,1,ne
36,tehnicar,u_braku,visoko,0,ne,ne,mobilni,147,2,ne
27,rukovodstvo,samac,visoko,88,ne,ne,mobilni,143,1,ne
29,usluge,u_braku,srednje,308,da,ne,nepoznato,75,1,ne
70,retired,u_braku,srednje,1164,ne,ne,fiksni,338,3,ne
44,rukovodstvo,u_braku,visoko,13893,ne,ne,nepoznato,29,2,ne
55,rukovodstvo,u_braku,visoko,0,da,ne,nepoznato,159,2,ne
36,tehnicar,razveden(a),srednje,-435,da,ne,nepoznato,85,8,ne
28,tehnicar,samac,srednje,389,da,ne,mobilni,15,7,ne
50,rukovodstvo,razveden(a),visoko,356,ne,ne,mobilni,198,2,ne
49,tehnicar,u_braku,srednje,2718,ne,ne,nepoznato,114,2,ne
71,retired,razveden(a),visoko,261,ne,ne,mobilni,1117,2,ne
31,admin.,samac,srednje,757,ne,ne,mobilni,343,2,ne
45,rukovodstvo,samac,visoko,16,ne,ne,mobilni,59,2,ne
42,manuelni_poslovi,u_braku,srednje,-422,ne,ne,mobilni,31,1,ne
45,admin.,u_braku,srednje,248,ne,ne,mobilni,212,2,ne
47,tehnicar,u_braku,osnevne,145,da,ne,nepoznato,157,6,ne
60,retired,razveden(a),srednje,598,ne,da,mobilni,96,1,ne
35,rukovodstvo,u_braku,visoko,949,da,ne,nepoznato,245,2,ne
31,tehnicar,samac,visoko,614,ne,ne,mobilni,72,4,ne
33,manuelni_poslovi,u_braku,osnevne,1209,da,ne,mobilni,700,1,ne
50,samozaposlen,u_braku,visoko,202,da,ne,mobilni,107,1,ne
51,manuelni_poslovi,u_braku,srednje,1840,da,ne,mobilni,312,3,ne
34,tehnicar,u_braku,srednje,114,da,da,mobilni,153,1,ne
56,usluge,u_braku,srednje,-229,ne,da,mobilni,55,10,ne
29,usluge,u_braku,srednje,182,da,ne,fiksni,38,3,ne
31,manuelni_poslovi,u_braku,srednje,401,ne,ne,mobilni,96,3,ne
44,tehnicar,razveden(a),nepoznato,759,da,ne,nepoznato,397,1,ne
55,retired,u_braku,srednje,4194,ne,da,fiksni,208,3,ne
35,student,samac,nepoznato,0,ne,ne,fiksni,122,3,ne
36,tehnicar,u_braku,visoko,629,da,da,mobilni,109,1,ne
54,retired,u_braku,srednje,153,da,da,nepoznato,74,1,ne
32,rukovodstvo,u_braku,visoko,553,da,ne,mobilni,72,1,ne
36,rukovodstvo,razveden(a),visoko,1057,ne,ne,mobilni,383,2,ne
60,retired,u_braku,srednje,78,da,ne,nepoznato,113,3,ne
32,tehnicar,samac,srednje,-28,ne,da,nepoznato,400,1,ne
57,rukovodstvo,u_braku,visoko,929,ne,ne,mobilni,387,8,ne
34,manuelni_poslovi,u_braku,osnevne,428,da,ne,mobilni,59,2,ne
27,student,samac,srednje,268,da,ne,mobilni,528,1,ne
52,rukovodstvo,samac,visoko,83,ne,ne,mobilni,1223,6,da
45,admin.,razveden(a),nepoznato,998,da,ne,fiksni,38,2,ne
58,admin.,samac,srednje,2223,ne,ne,mobilni,1139,2,ne
39,manuelni_poslovi,samac,osnevne,6,da,ne,mobilni,286,2,ne
48,manuelni_poslovi,samac,srednje,312,da,da,mobilni,369,2,ne
36,rukovodstvo,samac,srednje,0,ne,ne,mobilni,333,5,ne
31,tehnicar,samac,srednje,691,da,ne,mobilni,198,1,ne
41,rukovodstvo,u_braku,visoko,771,da,ne,mobilni,106,8,ne
30,samozaposlen,samac,srednje,192,ne,ne,mobilni,423,1,ne
57,retired,u_braku,visoko,0,ne,ne,mobilni,116,4,ne
29,admin.,samac,srednje,1070,da,ne,nepoznato,30,1,da
29,usluge,razveden(a),srednje,84,da,ne,mobilni,1101,2,da
30,rukovodstvo,samac,visoko,2,ne,ne,mobilni,102,1,ne
44,rukovodstvo,u_braku,visoko,1242,da,ne,mobilni,384,6,ne
33,student,samac,nepoznato,5969,ne,ne,mobilni,156,2,ne
56,admin.,razveden(a),srednje,3337,da,ne,fiksni,99,3,ne
26,usluge,samac,srednje,1347,ne,ne,fiksni,280,6,da
52,tehnicar,u_braku,srednje,64,ne,ne,fiksni,20,2,ne
32,rukovodstvo,samac,srednje,249,da,ne,nepoznato,258,1,ne
36,tehnicar,samac,srednje,0,ne,ne,mobilni,85,6,ne
26,manuelni_poslovi,u_braku,srednje,128,ne,ne,nepoznato,355,1,ne
37,manuelni_poslovi,u_braku,srednje,196,da,ne,nepoznato,66,3,ne
34,tehnicar,u_braku,srednje,351,da,ne,mobilni,467,1,ne
26,usluge,samac,srednje,5533,da,ne,mobilni,582,2,ne
32,usluge,u_braku,srednje,38,da,ne,mobilni,744,1,da
30,rukovodstvo,samac,visoko,35,ne,ne,mobilni,185,4,ne
27,tehnicar,samac,srednje,235,da,ne,mobilni,13,5,ne
42,admin.,samac,srednje,30,da,ne,mobilni,98,1,ne
33,manuelni_poslovi,samac,osnevne,92,da,ne,nepoznato,127,1,ne
37,manuelni_poslovi,u_braku,srednje,67,ne,ne,nepoznato,45,2,ne
45,manuelni_poslovi,u_braku,srednje,4022,da,ne,mobilni,244,3,ne
36,preduzetnik,u_braku,visoko,3057,ne,ne,nepoznato,2769,4,da
39,rukovodstvo,samac,visoko,0,da,ne,mobilni,561,4,ne
33,rukovodstvo,samac,visoko,349,ne,ne,mobilni,182,1,ne
47,usluge,u_braku,srednje,2322,ne,ne,mobilni,618,1,ne
49,preduzetnik,u_braku,srednje,167,da,da,nepoznato,198,3,ne
46,rukovodstvo,razveden(a),srednje,558,ne,ne,mobilni,126,6,ne
31,usluge,u_braku,srednje,-230,da,da,mobilni,715,1,ne
43,nezaposlen,razveden(a),srednje,4094,da,ne,mobilni,63,1,ne
30,manuelni_poslovi,samac,srednje,239,da,ne,nepoznato,412,1,da
43,rukovodstvo,razveden(a),visoko,497,ne,ne,mobilni,66,1,ne
42,manuelni_poslovi,u_braku,srednje,179,da,ne,mobilni,96,1,ne
30,admin.,samac,visoko,305,ne,ne,mobilni,633,1,da
33,rukovodstvo,samac,visoko,-67,da,ne,nepoznato,364,1,ne
41,admin.,u_braku,srednje,4539,ne,ne,nepoznato,298,3,ne
29,manuelni_poslovi,samac,srednje,770,da,ne,mobilni,341,1,ne
38,nezaposlen,u_braku,srednje,-673,da,ne,nepoznato,364,1,ne
29,tehnicar,u_braku,visoko,858,da,ne,mobilni,234,7,ne
80,sluzavka,u_braku,osnevne,0,ne,ne,mobilni,639,1,da
38,rukovodstvo,samac,visoko,5244,ne,ne,mobilni,310,4,ne
36,manuelni_poslovi,razveden(a),osnevne,117,da,ne,nepoznato,123,4,ne
38,samozaposlen,u_braku,visoko,846,ne,ne,mobilni,253,1,ne
44,rukovodstvo,u_braku,srednje,0,da,ne,mobilni,96,2,ne
31,rukovodstvo,u_braku,visoko,1331,ne,ne,mobilni,297,1,da
31,usluge,samac,srednje,31,da,da,nepoznato,501,2,ne
57,admin.,razveden(a),osnevne,179,da,ne,mobilni,67,1,ne
37,manuelni_poslovi,u_braku,osnevne,543,da,ne,nepoznato,281,1,ne
50,manuelni_poslovi,u_braku,srednje,253,da,da,mobilni,475,2,ne
60,retired,u_braku,osnevne,71188,ne,ne,mobilni,205,1,ne
51,rukovodstvo,u_braku,visoko,5108,da,ne,mobilni,272,1,ne
48,manuelni_poslovi,u_braku,srednje,1738,da,ne,mobilni,349,1,ne
42,manuelni_poslovi,u_braku,osnevne,-97,da,ne,mobilni,216,4,ne
36,manuelni_poslovi,u_braku,srednje,199,da,ne,mobilni,183,1,ne
43,rukovodstvo,u_braku,visoko,489,da,ne,mobilni,130,1,ne
31,admin.,u_braku,osnevne,355,da,da,nepoznato,61,6,ne
49,tehnicar,samac,srednje,-97,da,ne,nepoznato,92,2,ne
35,rukovodstvo,razveden(a),visoko,473,ne,da,mobilni,37,2,ne
44,preduzetnik,u_braku,srednje,6649,da,ne,mobilni,354,2,ne
34,samozaposlen,u_braku,visoko,263,ne,ne,mobilni,203,1,ne
46,manuelni_poslovi,u_braku,srednje,781,ne,ne,nepoznato,152,1,ne
49,manuelni_poslovi,u_braku,osnevne,1032,da,ne,nepoznato,41,5,ne
32,manuelni_poslovi,u_braku,srednje,119,ne,ne,mobilni,20,5,ne
35,rukovodstvo,razveden(a),visoko,434,da,ne,mobilni,277,1,ne
51,admin.,u_braku,srednje,2967,ne,ne,nepoznato,83,2,ne
57,retired,razveden(a),srednje,-331,da,ne,nepoznato,531,1,ne
59,rukovodstvo,u_braku,visoko,1585,ne,ne,fiksni,91,5,ne
40,usluge,razveden(a),nepoznato,4384,da,ne,nepoznato,315,1,ne
49,rukovodstvo,samac,visoko,588,ne,ne,mobilni,70,9,ne
51,rukovodstvo,u_braku,srednje,3180,da,ne,mobilni,384,1,ne
35,admin.,u_braku,srednje,0,ne,da,nepoznato,105,3,ne
29,samozaposlen,u_braku,srednje,-76,da,ne,nepoznato,305,2,ne
32,usluge,samac,srednje,152,da,ne,mobilni,158,2,da
37,sluzavka,razveden(a),srednje,1040,da,ne,mobilni,199,1,ne
49,nezaposlen,u_braku,osnevne,-384,da,ne,nepoznato,25,1,ne
45,tehnicar,u_braku,nepoznato,473,da,ne,nepoznato,147,1,ne
34,tehnicar,samac,srednje,475,da,ne,mobilni,538,8,ne
53,tehnicar,u_braku,srednje,0,ne,ne,mobilni,77,9,ne
42,preduzetnik,u_braku,osnevne,149,ne,ne,mobilni,94,2,ne
43,tehnicar,u_braku,srednje,3285,da,ne,nepoznato,1721,2,da
52,retired,u_braku,srednje,424,ne,ne,mobilni,143,1,ne
34,manuelni_poslovi,samac,srednje,79,ne,da,mobilni,104,1,ne
34,tehnicar,razveden(a),visoko,674,da,ne,mobilni,587,2,da
27,usluge,u_braku,srednje,0,da,ne,mobilni,1608,13,da
43,nezaposlen,u_braku,visoko,58,da,ne,mobilni,48,4,ne
41,tehnicar,u_braku,visoko,532,da,ne,mobilni,74,1,ne
72,retired,u_braku,srednje,4130,ne,ne,mobilni,427,1,ne
35,manuelni_poslovi,u_braku,osnevne,422,da,ne,mobilni,73,1,ne
41,rukovodstvo,u_braku,visoko,437,da,ne,nepoznato,14,21,ne
36,manuelni_poslovi,razveden(a),osnevne,-308,da,ne,mobilni,725,1,da
51,sluzavka,u_braku,osnevne,30,da,ne,mobilni,333,2,ne
37,samozaposlen,u_braku,visoko,137,ne,ne,mobilni,244,6,ne
42,admin.,samac,srednje,-247,da,da,fiksni,519,1,da
26,admin.,samac,srednje,321,da,ne,mobilni,242,7,ne
23,usluge,samac,srednje,250,da,ne,mobilni,222,1,ne
50,rukovodstvo,u_braku,visoko,-470,da,ne,mobilni,130,2,ne
37,manuelni_poslovi,u_braku,srednje,140,da,da,mobilni,490,1,ne
35,rukovodstvo,u_braku,visoko,2793,ne,ne,mobilni,258,2,ne
37,rukovodstvo,u_braku,visoko,410,ne,ne,mobilni,337,2,ne
79,retired,razveden(a),nepoznato,2628,ne,ne,fiksni,220,7,ne
39,tehnicar,u_braku,srednje,116,ne,ne,mobilni,79,2,ne
47,usluge,u_braku,srednje,0,da,ne,fiksni,250,1,ne
44,manuelni_poslovi,u_braku,srednje,878,da,ne,mobilni,130,1,ne
36,rukovodstvo,samac,visoko,2944,ne,ne,mobilni,882,8,da
33,manuelni_poslovi,samac,srednje,3975,da,da,mobilni,515,1,ne
42,usluge,u_braku,srednje,96,da,ne,mobilni,238,3,ne
35,tehnicar,samac,visoko,2288,ne,ne,fiksni,32,2,ne
31,manuelni_poslovi,u_braku,srednje,472,da,ne,nepoznato,907,2,ne
58,usluge,u_braku,osnevne,65,ne,ne,nepoznato,162,1,ne
46,rukovodstvo,u_braku,visoko,0,ne,ne,nepoznato,70,2,ne
41,admin.,samac,srednje,400,da,ne,nepoznato,99,6,ne
58,tehnicar,u_braku,srednje,7495,da,ne,nepoznato,325,1,ne
33,manuelni_poslovi,u_braku,srednje,137,ne,da,mobilni,305,12,ne
31,nezaposlen,u_braku,srednje,24,da,ne,mobilni,631,1,ne
55,tehnicar,razveden(a),srednje,3450,ne,ne,mobilni,169,1,da
38,tehnicar,samac,srednje,311,da,ne,mobilni,61,2,ne
55,sluzavka,u_braku,srednje,139,ne,ne,mobilni,256,2,ne
47,rukovodstvo,samac,visoko,0,ne,ne,nepoznato,58,3,ne
51,sluzavka,u_braku,osnevne,492,da,ne,nepoznato,142,3,ne
46,rukovodstvo,samac,visoko,334,da,ne,fiksni,36,6,ne
61,rukovodstvo,u_braku,visoko,997,ne,ne,mobilni,106,1,da
47,rukovodstvo,samac,visoko,440,ne,ne,mobilni,71,4,ne
34,tehnicar,u_braku,srednje,47,ne,ne,mobilni,132,6,ne
34,manuelni_poslovi,u_braku,srednje,1298,da,ne,nepoznato,120,1,ne
41,rukovodstvo,razveden(a),visoko,3355,ne,ne,mobilni,181,2,ne
36,manuelni_poslovi,razveden(a),srednje,-11,ne,ne,nepoznato,152,2,ne
26,manuelni_poslovi,samac,srednje,396,da,ne,nepoznato,302,1,ne
35,rukovodstvo,u_braku,visoko,8,ne,ne,mobilni,93,3,da
36,manuelni_poslovi,u_braku,srednje,1409,ne,ne,nepoznato,235,2,ne
26,rukovodstvo,samac,visoko,170,ne,ne,mobilni,129,1,da
58,rukovodstvo,u_braku,osnevne,2769,da,ne,mobilni,94,2,ne
50,manuelni_poslovi,u_braku,srednje,2320,da,ne,mobilni,310,1,ne
61,retired,u_braku,srednje,76,da,ne,mobilni,195,7,ne
28,tehnicar,samac,srednje,2034,da,ne,nepoznato,196,1,ne
49,manuelni_poslovi,samac,osnevne,3018,da,ne,nepoznato,93,1,ne
74,retired,u_braku,srednje,921,ne,ne,fiksni,394,2,da
53,manuelni_poslovi,u_braku,srednje,483,da,ne,mobilni,288,3,ne
46,samozaposlen,u_braku,srednje,390,da,ne,mobilni,208,2,ne
47,rukovodstvo,u_braku,visoko,0,ne,ne,mobilni,508,1,da
42,manuelni_poslovi,samac,osnevne,92,ne,ne,mobilni,86,2,ne
56,usluge,u_braku,srednje,22196,da,ne,mobilni,189,1,ne
42,tehnicar,u_braku,srednje,2,ne,ne,nepoznato,249,2,ne
49,sluzavka,u_braku,osnevne,249,da,ne,mobilni,450,1,ne
43,nezaposlen,samac,nepoznato,3274,da,ne,mobilni,680,1,ne
39,usluge,u_braku,srednje,5731,da,ne,nepoznato,175,2,ne
66,retired,u_braku,osnevne,206,ne,ne,mobilni,479,1,da
30,tehnicar,samac,visoko,2325,ne,ne,mobilni,270,3,ne
38,rukovodstvo,samac,visoko,0,ne,ne,mobilni,164,1,ne
31,manuelni_poslovi,u_braku,srednje,1664,da,ne,mobilni,158,1,ne
32,tehnicar,u_braku,srednje,3333,ne,ne,mobilni,50,4,ne
48,tehnicar,u_braku,srednje,7020,ne,ne,mobilni,80,2,ne
34,admin.,u_braku,visoko,37,ne,ne,mobilni,45,1,ne
28,student,samac,srednje,28,ne,ne,mobilni,220,2,ne
40,admin.,samac,srednje,1670,da,ne,nepoznato,161,2,ne
36,preduzetnik,u_braku,srednje,134,ne,ne,nepoznato,98,1,ne
52,retired,u_braku,srednje,603,ne,da,nepoznato,79,1,ne
46,admin.,u_braku,osnevne,276,da,da,nepoznato,157,2,ne
25,tehnicar,samac,srednje,2157,da,ne,mobilni,339,1,ne
52,manuelni_poslovi,u_braku,srednje,161,da,ne,nepoznato,274,2,ne
40,manuelni_poslovi,u_braku,osnevne,3658,da,ne,nepoznato,977,1,ne
26,rukovodstvo,razveden(a),visoko,-402,ne,da,nepoznato,127,2,ne
26,manuelni_poslovi,samac,osnevne,3342,da,ne,nepoznato,329,4,ne
35,samozaposlen,samac,srednje,1732,ne,ne,fiksni,1441,3,ne
40,admin.,samac,srednje,263,da,ne,nepoznato,231,1,ne
31,rukovodstvo,u_braku,visoko,623,da,ne,mobilni,96,2,ne
32,admin.,u_braku,srednje,3540,da,ne,mobilni,213,1,ne
33,admin.,u_braku,srednje,95,da,ne,mobilni,335,1,da
53,usluge,razveden(a),srednje,765,da,ne,mobilni,959,3,da
46,tehnicar,razveden(a),srednje,-824,da,ne,mobilni,429,3,da
28,rukovodstvo,samac,visoko,5549,ne,ne,mobilni,383,6,ne
31,manuelni_poslovi,u_braku,srednje,191,da,ne,nepoznato,40,1,ne
44,manuelni_poslovi,u_braku,osnevne,420,da,ne,nepoznato,110,2,ne
35,admin.,u_braku,srednje,0,ne,ne,nepoznato,326,1,ne
50,tehnicar,razveden(a),nepoznato,2706,da,ne,nepoznato,179,3,ne
32,tehnicar,u_braku,srednje,4,da,da,mobilni,132,8,ne
51,admin.,u_braku,srednje,423,da,da,mobilni,95,1,ne
51,rukovodstvo,u_braku,visoko,-892,da,da,mobilni,248,2,ne
31,manuelni_poslovi,u_braku,nepoznato,-120,da,ne,mobilni,100,3,ne
41,admin.,razveden(a),srednje,-365,da,ne,nepoznato,226,10,ne
57,tehnicar,u_braku,visoko,27069,ne,da,nepoznato,174,3,ne
34,rukovodstvo,samac,visoko,8038,da,ne,mobilni,29,3,ne
47,tehnicar,u_braku,srednje,-938,da,ne,nepoznato,176,2,ne
47,admin.,razveden(a),srednje,1139,da,ne,mobilni,106,2,ne
36,samozaposlen,u_braku,srednje,189,da,ne,mobilni,136,1,ne
29,sluzavka,samac,visoko,19,ne,ne,mobilni,110,2,da
39,tehnicar,u_braku,srednje,3663,ne,ne,mobilni,230,3,ne
53,manuelni_poslovi,samac,nepoznato,0,ne,ne,nepoznato,140,7,ne
47,manuelni_poslovi,u_braku,srednje,-614,da,ne,nepoznato,118,2,ne
51,tehnicar,razveden(a),srednje,2323,da,da,mobilni,151,10,ne
48,manuelni_poslovi,u_braku,srednje,425,da,ne,fiksni,693,2,ne
32,tehnicar,u_braku,srednje,5122,ne,ne,mobilni,31,1,ne
36,rukovodstvo,razveden(a),visoko,608,ne,ne,mobilni,125,2,ne
50,nepoznato,u_braku,osnevne,341,da,da,mobilni,670,4,da
39,admin.,u_braku,srednje,607,da,ne,mobilni,454,2,da
31,manuelni_poslovi,u_braku,srednje,1495,da,da,nepoznato,159,3,ne
49,admin.,u_braku,srednje,381,ne,ne,mobilni,504,2,ne
33,nezaposlen,razveden(a),srednje,385,ne,ne,fiksni,29,28,ne
26,rukovodstvo,samac,visoko,1274,da,ne,mobilni,190,1,ne
27,manuelni_poslovi,u_braku,srednje,362,da,ne,nepoznato,332,2,ne
51,manuelni_poslovi,u_braku,osnevne,377,da,ne,fiksni,143,4,ne
26,admin.,samac,srednje,802,ne,ne,mobilni,77,1,ne
45,admin.,u_braku,srednje,194,ne,ne,mobilni,517,4,ne
54,tehnicar,u_braku,srednje,-315,ne,da,mobilni,2029,1,da
49,tehnicar,u_braku,visoko,1843,da,ne,mobilni,269,1,ne
47,tehnicar,u_braku,srednje,-9,ne,ne,mobilni,457,2,ne
42,sluzavka,u_braku,osnevne,83,ne,da,mobilni,184,1,ne
50,preduzetnik,u_braku,visoko,433,da,ne,mobilni,47,4,ne
37,admin.,u_braku,srednje,-107,da,ne,nepoznato,158,2,ne
54,manuelni_poslovi,u_braku,osnevne,4503,ne,ne,fiksni,168,3,ne
40,usluge,u_braku,srednje,51,da,ne,mobilni,50,1,ne
50,usluge,u_braku,srednje,961,ne,da,mobilni,757,4,ne
57,retired,u_braku,srednje,49,da,da,mobilni,93,4,ne
33,tehnicar,u_braku,srednje,3470,ne,ne,mobilni,285,2,ne
49,tehnicar,u_braku,srednje,-147,da,ne,mobilni,390,1,ne
35,usluge,u_braku,srednje,0,da,ne,mobilni,146,2,ne
28,manuelni_poslovi,samac,srednje,0,da,ne,nepoznato,386,1,ne
58,rukovodstvo,u_braku,visoko,172,ne,ne,mobilni,145,7,ne
31,admin.,samac,srednje,-407,ne,da,mobilni,230,1,ne
36,rukovodstvo,razveden(a),visoko,649,ne,ne,mobilni,237,2,ne
49,manuelni_poslovi,samac,osnevne,1040,ne,ne,mobilni,474,2,ne
30,nezaposlen,u_braku,srednje,142,da,ne,nepoznato,350,4,ne
29,usluge,samac,srednje,209,da,ne,mobilni,487,7,ne
50,rukovodstvo,u_braku,nepoznato,3304,ne,ne,nepoznato,1009,2,ne
26,student,samac,visoko,294,ne,ne,mobilni,87,1,da
27,sluzavka,u_braku,srednje,4848,da,da,fiksni,82,3,ne
32,manuelni_poslovi,samac,srednje,1670,da,ne,mobilni,183,1,ne
62,nepoznato,u_braku,srednje,367,ne,ne,fiksni,139,5,ne
34,manuelni_poslovi,samac,srednje,13683,da,ne,nepoznato,115,3,ne
25,admin.,samac,visoko,1420,ne,ne,mobilni,124,2,ne
34,rukovodstvo,samac,visoko,340,da,ne,nepoznato,633,28,ne
44,tehnicar,samac,srednje,1679,ne,ne,fiksni,718,1,da
38,rukovodstvo,u_braku,visoko,1198,da,ne,mobilni,63,1,ne
57,admin.,u_braku,srednje,169,ne,ne,mobilni,180,1,ne
36,samozaposlen,u_braku,visoko,506,ne,ne,mobilni,47,1,ne
41,preduzetnik,u_braku,srednje,1249,da,ne,mobilni,391,1,ne
36,rukovodstvo,samac,visoko,678,ne,da,nepoznato,85,3,ne
27,rukovodstvo,samac,visoko,212,da,ne,mobilni,373,1,ne
37,tehnicar,razveden(a),srednje,23,ne,ne,mobilni,289,2,ne
47,rukovodstvo,samac,visoko,4402,ne,ne,fiksni,805,1,da
31,usluge,razveden(a),osnevne,459,da,ne,mobilni,623,1,da
39,samozaposlen,u_braku,srednje,4722,da,ne,nepoznato,483,1,ne
35,admin.,razveden(a),visoko,1555,da,ne,nepoznato,26,2,ne
40,manuelni_poslovi,u_braku,srednje,61,da,ne,nepoznato,112,3,ne
38,rukovodstvo,samac,visoko,0,da,ne,mobilni,213,2,ne
31,tehnicar,u_braku,srednje,3706,da,ne,mobilni,129,1,ne
36,manuelni_poslovi,u_braku,osnevne,1177,ne,ne,mobilni,330,1,da
53,rukovodstvo,u_braku,osnevne,2096,ne,ne,nepoznato,104,1,ne
59,manuelni_poslovi,u_braku,osnevne,748,ne,ne,nepoznato,184,1,ne
29,rukovodstvo,samac,visoko,3357,ne,ne,mobilni,120,3,ne
30,admin.,samac,srednje,3809,da,ne,nepoznato,159,4,ne
52,admin.,u_braku,srednje,395,da,ne,nepoznato,391,3,ne
55,manuelni_poslovi,u_braku,srednje,1011,da,ne,mobilni,112,2,ne
56,manuelni_poslovi,u_braku,osnevne,420,da,ne,nepoznato,76,1,ne
32,admin.,u_braku,srednje,76,da,ne,nepoznato,189,2,ne
24,manuelni_poslovi,u_braku,srednje,0,ne,ne,nepoznato,94,1,ne
51,manuelni_poslovi,u_braku,osnevne,844,da,ne,nepoznato,184,3,ne
36,rukovodstvo,u_braku,visoko,1318,da,ne,mobilni,100,2,ne
36,tehnicar,u_braku,visoko,167,da,ne,mobilni,57,1,ne
42,rukovodstvo,u_braku,visoko,2187,da,ne,mobilni,525,3,da
49,admin.,u_braku,srednje,14440,da,ne,mobilni,60,1,ne
48,rukovodstvo,u_braku,srednje,2294,da,ne,nepoznato,251,11,ne
36,rukovodstvo,u_braku,srednje,80,da,ne,nepoznato,251,3,ne
48,rukovodstvo,u_braku,osnevne,2537,ne,ne,mobilni,219,6,ne
30,tehnicar,u_braku,visoko,569,ne,ne,mobilni,976,12,da
27,rukovodstvo,samac,visoko,0,ne,da,mobilni,46,1,ne
38,preduzetnik,u_braku,visoko,0,da,ne,mobilni,185,3,ne
36,tehnicar,samac,srednje,12,ne,ne,mobilni,587,2,da
45,tehnicar,u_braku,srednje,49,ne,ne,mobilni,65,2,ne
44,sluzavka,u_braku,visoko,460,ne,ne,nepoznato,491,1,ne
42,tehnicar,u_braku,srednje,613,da,ne,mobilni,432,2,ne
37,preduzetnik,u_braku,visoko,7944,ne,ne,mobilni,102,1,ne
48,manuelni_poslovi,u_braku,srednje,1143,da,ne,mobilni,264,1,ne
57,retired,u_braku,osnevne,-464,da,ne,mobilni,75,1,ne
44,usluge,u_braku,srednje,1989,da,da,mobilni,106,2,ne
48,tehnicar,u_braku,srednje,17,da,da,mobilni,81,1,ne
56,retired,u_braku,osnevne,-1,ne,ne,mobilni,89,23,ne
37,rukovodstvo,u_braku,visoko,1698,da,ne,nepoznato,95,2,ne
47,manuelni_poslovi,u_braku,srednje,5306,da,ne,nepoznato,322,1,ne
54,sluzavka,u_braku,nepoznato,0,ne,ne,mobilni,94,5,ne
51,retired,razveden(a),srednje,1679,ne,ne,mobilni,417,1,da
47,admin.,u_braku,srednje,3676,ne,ne,mobilni,567,1,da
25,rukovodstvo,u_braku,visoko,-242,da,da,mobilni,600,4,da
39,usluge,samac,srednje,471,ne,ne,nepoznato,5,1,ne
40,rukovodstvo,u_braku,visoko,8902,da,ne,mobilni,464,5,ne
38,rukovodstvo,samac,visoko,1704,ne,ne,mobilni,222,1,ne
34,rukovodstvo,u_braku,visoko,3050,da,ne,mobilni,469,1,da
53,sluzavka,u_braku,osnevne,2581,ne,ne,mobilni,99,1,ne
32,usluge,u_braku,srednje,162,da,ne,nepoznato,297,2,ne
35,manuelni_poslovi,u_braku,srednje,243,da,ne,mobilni,41,3,ne
24,student,samac,srednje,1847,ne,ne,mobilni,390,1,ne
58,manuelni_poslovi,u_braku,osnevne,0,da,ne,nepoznato,535,2,ne
49,rukovodstvo,u_braku,osnevne,3371,ne,ne,mobilni,269,2,da
45,usluge,samac,srednje,1757,da,ne,mobilni,1010,3,ne
55,rukovodstvo,u_braku,visoko,171,da,ne,mobilni,73,6,ne
42,preduzetnik,u_braku,visoko,157,da,da,nepoznato,650,1,ne
28,admin.,u_braku,srednje,934,da,ne,nepoznato,53,2,ne
48,manuelni_poslovi,u_braku,srednje,-19,ne,da,nepoznato,270,1,ne
51,rukovodstvo,samac,visoko,-55,da,ne,mobilni,119,6,ne
38,sluzavka,u_braku,osnevne,21,ne,ne,mobilni,634,2,ne
27,manuelni_poslovi,samac,srednje,14,ne,ne,nepoznato,72,2,ne
50,tehnicar,samac,srednje,246,da,ne,mobilni,270,1,ne
44,manuelni_poslovi,u_braku,osnevne,887,da,ne,mobilni,165,2,ne
40,rukovodstvo,u_braku,visoko,51,ne,ne,mobilni,164,2,ne
29,usluge,samac,srednje,-287,da,ne,mobilni,196,1,ne
34,usluge,u_braku,srednje,0,da,ne,mobilni,78,4,ne
44,samozaposlen,samac,visoko,2734,da,ne,mobilni,897,4,da
50,preduzetnik,u_braku,visoko,52,ne,ne,mobilni,22,8,ne
34,rukovodstvo,u_braku,visoko,2594,da,ne,mobilni,161,3,ne
54,retired,razveden(a),osnevne,22,ne,ne,nepoznato,23,4,ne
